qwen2.5-7b-instruct,Case,0.1875,0.845,0.15499999999999997,0.77
qwen2.5-7b-instruct,Case,0.1875,0.845,0.15499999999999997,0.77
qwen2.5-7b-instruct,Keyword Usage,0.1725,0.745,0.18500000000000005,0.9
qwen2.5-7b-instruct,Keyword Frequency,0.49,0.5900000000000001,0.40750000000000003,0.555
qwen2.5-7b-instruct,Language,0.0,1.0,0.12000000000000005,0.88
qwen2.5-7b-instruct,Sentence Count,0.29500000000000004,0.7,0.20500000000000002,0.83
qwen2.5-7b-instruct,Word Length,0.3325,0.395,0.39749999999999996,0.8049999999999999
gpt-4o-mini-2024-07-18,Case,0.6525,0.44500000000000006,0.8075,0.815
gpt-4o-mini-2024-07-18,Keyword Usage,0.53,0.13,0.5025,0.10499999999999998
gpt-4o-mini-2024-07-18,Keyword Frequency,0.52,0.14,0.495,0.41000000000000003
gpt-4o-mini-2024-07-18,Language,0.9824999999999999,0.985,0.92,0.8600000000000001
gpt-4o-mini-2024-07-18,Sentence Count,0.31,0.7,0.2875,0.825
gpt-4o-mini-2024-07-18,Word Length,0.15750000000000003,0.9750000000000001,0.22750000000000004,0.855
gpt-4o-2024-11-20,Case,0.9299999999999999,0.91,0.825,0.97
gpt-4o-2024-11-20,Keyword Usage,0.48750000000000004,0.05500000000000005,0.41,0.2799999999999999
gpt-4o-2024-11-20,Keyword Frequency,0.355,0.49,0.15250000000000002,0.965
gpt-4o-2024-11-20,Language,0.95,0.98,0.9575,0.9650000000000001
gpt-4o-2024-11-20,Sentence Count,0.3175,0.825,0.265,0.75
gpt-4o-2024-11-20,Word Length,0.4625,0.355,0.39249999999999996,0.985
claude-3-5-sonnet-20241022,Case,0.04999999999999999,0.96,0.5925,0.735
claude-3-5-sonnet-20241022,Keyword Usage,0.385,0.30999999999999994,0.4975,0.10499999999999998
claude-3-5-sonnet-20241022,Keyword Frequency,0.48,0.36,0.435,0.42000000000000004
claude-3-5-sonnet-20241022,Language,0.38999999999999996,0.91,0.9349999999999999,0.8999999999999999
claude-3-5-sonnet-20241022,Sentence Count,0.2875,0.745,0.4225,0.9750000000000001
claude-3-5-sonnet-20241022,Word Length,0.11750000000000005,0.9650000000000001,0.3125,0.985
Llama-3.1-8B,Case,0.2925,0.585,0.37,0.51
Llama-3.1-8B,Keyword Usage,0.10750000000000004,0.905,0.14,0.83
Llama-3.1-8B,Keyword Frequency,0.2025,0.825,0.22499999999999998,0.98
Llama-3.1-8B,Language,0.1775,0.7550000000000001,0.3675,0.895
Llama-3.1-8B,Sentence Count,0.175,0.97,0.195,0.78
Llama-3.1-8B,Word Length,0.1875,0.705,0.25749999999999995,0.5049999999999999
Llama-3.1-70B,Case,0.26749999999999996,0.505,0.2725,0.515
Llama-3.1-70B,Keyword Usage,0.285,0.44999999999999996,0.23500000000000004,0.59
Llama-3.1-70B,Keyword Frequency,0.08500000000000002,0.9299999999999999,0.10250000000000004,0.9650000000000001
Llama-3.1-70B,Language,0.4475,0.845,0.6525000000000001,0.845
Llama-3.1-70B,Sentence Count,0.14250000000000002,0.985,0.1775,0.775
Llama-3.1-70B,Word Length,0.12,0.87,0.18,0.6399999999999999
